"","Año","Fecha..DD.MM.AAAA.","Metal","Valor","Métrica"
"26158",2012,"2012-11-03","Oro",100259.2,"Precio de Venta"
"26164",2012,"2012-11-04","Oro",100259.2,"Precio de Venta"
"26170",2012,"2012-11-05","Oro",100259.2,"Precio de Venta"
"26176",2012,"2012-11-06","Oro",99470.29,"Precio de Venta"
"26182",2012,"2012-11-07","Oro",100980.34,"Precio de Venta"
"26188",2012,"2012-11-08","Oro",100067.04,"Precio de Venta"
"26194",2012,"2012-11-09","Oro",101068.18,"Precio de Venta"
"26200",2012,"2012-11-10","Oro",101068.18,"Precio de Venta"
"26206",2012,"2012-11-11","Oro",101068.18,"Precio de Venta"
"26212",2012,"2012-11-12","Oro",101068.18,"Precio de Venta"
"26218",2012,"2012-11-13","Oro",100755.71,"Precio de Venta"
"26224",2012,"2012-11-14","Oro",100869.18,"Precio de Venta"
"26230",2012,"2012-11-15","Oro",100749.74,"Precio de Venta"
"26236",2012,"2012-11-16","Oro",100203.03,"Precio de Venta"
"26242",2012,"2012-11-17","Oro",100203.03,"Precio de Venta"
"26248",2012,"2012-11-18","Oro",100203.03,"Precio de Venta"
"26254",2012,"2012-11-19","Oro",101026.55,"Precio de Venta"
"26260",2012,"2012-11-20","Oro",101333.98,"Precio de Venta"
"26266",2012,"2012-11-21","Oro",100794.27,"Precio de Venta"
"26272",2012,"2012-11-22","Oro",100979.39,"Precio de Venta"
"26278",2012,"2012-11-23","Oro",101271.28,"Precio de Venta"
"26284",2012,"2012-11-24","Oro",101271.28,"Precio de Venta"
"26290",2012,"2012-11-25","Oro",101271.28,"Precio de Venta"
"26296",2012,"2012-11-26","Oro",102249.3,"Precio de Venta"
"26302",2012,"2012-11-27","Oro",102470.64,"Precio de Venta"
"26308",2012,"2012-11-28","Oro",102071.63,"Precio de Venta"
"26314",2012,"2012-11-29","Oro",101189.65,"Precio de Venta"
"26320",2012,"2012-11-30","Oro",101012.4,"Precio de Venta"
"26326",2012,"2012-12-01","Oro",101012.4,"Precio de Venta"
"26332",2012,"2012-12-02","Oro",101012.4,"Precio de Venta"
"26338",2012,"2012-12-03","Oro",100180.77,"Precio de Venta"
"26344",2012,"2012-12-04","Oro",99525.31,"Precio de Venta"
"26350",2012,"2012-12-05","Oro",99297.87,"Precio de Venta"
"26356",2012,"2012-12-06","Oro",98577.63,"Precio de Venta"
"26362",2012,"2012-12-07","Oro",98408.98,"Precio de Venta"
"26368",2012,"2012-12-08","Oro",98408.98,"Precio de Venta"
"26374",2012,"2012-12-09","Oro",98408.98,"Precio de Venta"
"26380",2012,"2012-12-10","Oro",98733.1,"Precio de Venta"
"26386",2012,"2012-12-11","Oro",98912.53,"Precio de Venta"
"26392",2012,"2012-12-12","Oro",99187.24,"Precio de Venta"
"26398",2012,"2012-12-13","Oro",97876.38,"Precio de Venta"
"26404",2012,"2012-12-14","Oro",97908.72,"Precio de Venta"
"26410",2012,"2012-12-15","Oro",97908.72,"Precio de Venta"
"26416",2012,"2012-12-16","Oro",97908.72,"Precio de Venta"
"26422",2012,"2012-12-17","Oro",97713.99,"Precio de Venta"
"26428",2012,"2012-12-18","Oro",98187.32,"Precio de Venta"
"26434",2012,"2012-12-19","Oro",96590.06,"Precio de Venta"
"26440",2012,"2012-12-20","Oro",95960.21,"Precio de Venta"
"26446",2012,"2012-12-21","Oro",94796.62,"Precio de Venta"
"26452",2012,"2012-12-22","Oro",94796.62,"Precio de Venta"
"26458",2012,"2012-12-23","Oro",94796.62,"Precio de Venta"
"26464",2012,"2012-12-24","Oro",95130.85,"Precio de Venta"
"26470",2012,"2012-12-25","Oro",95130.85,"Precio de Venta"
"26476",2012,"2012-12-26","Oro",94791.44,"Precio de Venta"
"26482",2012,"2012-12-27","Oro",94274.29,"Precio de Venta"
"26488",2012,"2012-12-28","Oro",94476.3,"Precio de Venta"
"26494",2012,"2012-12-29","Oro",94476.3,"Precio de Venta"
"26500",2012,"2012-12-30","Oro",94476.3,"Precio de Venta"
"26506",2012,"2012-12-31","Oro",94476.3,"Precio de Venta"
"26512",2011,"2011-01-01","Oro",90302.29,"Precio de Venta"
"26518",2011,"2011-01-02","Oro",90302.29,"Precio de Venta"
"26524",2011,"2011-01-03","Oro",86780.97,"Precio de Venta"
"26530",2011,"2011-01-04","Oro",85979.4,"Precio de Venta"
"26536",2011,"2011-01-05","Oro",84461,"Precio de Venta"
"26542",2011,"2011-01-06","Oro",83825.73,"Precio de Venta"
"26548",2011,"2011-01-07","Oro",81642.9,"Precio de Venta"
"26554",2011,"2011-01-08","Oro",81642.9,"Precio de Venta"
"26560",2011,"2011-01-09","Oro",81642.9,"Precio de Venta"
"26566",2011,"2011-01-10","Oro",81642.9,"Precio de Venta"
"26572",2011,"2011-01-11","Oro",82582.99,"Precio de Venta"
"26578",2011,"2011-01-12","Oro",82591.04,"Precio de Venta"
"26584",2011,"2011-01-13","Oro",82367.83,"Precio de Venta"
"26590",2011,"2011-01-14","Oro",82073.6,"Precio de Venta"
"26596",2011,"2011-01-15","Oro",82073.6,"Precio de Venta"
"26602",2011,"2011-01-16","Oro",82073.6,"Precio de Venta"
"26608",2011,"2011-01-17","Oro",81722.82,"Precio de Venta"
"26614",2011,"2011-01-18","Oro",82400.08,"Precio de Venta"
"26620",2011,"2011-01-19","Oro",82355.7,"Precio de Venta"
"26626",2011,"2011-01-20","Oro",80803.57,"Precio de Venta"
"26632",2011,"2011-01-21","Oro",79921.88,"Precio de Venta"
"26638",2011,"2011-01-22","Oro",79921.88,"Precio de Venta"
"26644",2011,"2011-01-23","Oro",79921.88,"Precio de Venta"
"26650",2011,"2011-01-24","Oro",79668.62,"Precio de Venta"
"26656",2011,"2011-01-25","Oro",78546.26,"Precio de Venta"
"26662",2011,"2011-01-26","Oro",79593.33,"Precio de Venta"
"26668",2011,"2011-01-27","Oro",80071.16,"Precio de Venta"
"26674",2011,"2011-01-28","Oro",78642.29,"Precio de Venta"
"26680",2011,"2011-01-29","Oro",78642.29,"Precio de Venta"
"26686",2011,"2011-01-30","Oro",78642.29,"Precio de Venta"
"26692",2011,"2011-01-31","Oro",79657.2,"Precio de Venta"
"26698",2011,"2011-02-01","Oro",80319.28,"Precio de Venta"
"26704",2011,"2011-02-02","Oro",79666.39,"Precio de Venta"
"26710",2011,"2011-02-03","Oro",79369.98,"Precio de Venta"
"26716",2011,"2011-02-04","Oro",80712.28,"Precio de Venta"
"26722",2011,"2011-02-05","Oro",80712.28,"Precio de Venta"
"26728",2011,"2011-02-06","Oro",80712.28,"Precio de Venta"
"26734",2011,"2011-02-07","Oro",81071.23,"Precio de Venta"
"26740",2011,"2011-02-08","Oro",81483.82,"Precio de Venta"
"26746",2011,"2011-02-09","Oro",82149.11,"Precio de Venta"
"26752",2011,"2011-02-10","Oro",82631.58,"Precio de Venta"
"26758",2011,"2011-02-11","Oro",82540.17,"Precio de Venta"
"26764",2011,"2011-02-12","Oro",82540.17,"Precio de Venta"
"26770",2011,"2011-02-13","Oro",82540.17,"Precio de Venta"
"26776",2011,"2011-02-14","Oro",82022.71,"Precio de Venta"
"26782",2011,"2011-02-15","Oro",83465.81,"Precio de Venta"
"26788",2011,"2011-02-16","Oro",84052.09,"Precio de Venta"
"26794",2011,"2011-02-17","Oro",84456.43,"Precio de Venta"
"26800",2011,"2011-02-18","Oro",84343.89,"Precio de Venta"
"26806",2011,"2011-02-19","Oro",84343.89,"Precio de Venta"
"26812",2011,"2011-02-20","Oro",84343.89,"Precio de Venta"
"26818",2011,"2011-02-21","Oro",84552.28,"Precio de Venta"
"26824",2011,"2011-02-22","Oro",84250.2,"Precio de Venta"
"26830",2011,"2011-02-23","Oro",85132.85,"Precio de Venta"
"26836",2011,"2011-02-24","Oro",86328.5,"Precio de Venta"
"26842",2011,"2011-02-25","Oro",85753.67,"Precio de Venta"
"26848",2011,"2011-02-26","Oro",85753.67,"Precio de Venta"
"26854",2011,"2011-02-27","Oro",85753.67,"Precio de Venta"
"26860",2011,"2011-02-28","Oro",85915.32,"Precio de Venta"
"26866",2011,"2011-03-01","Oro",86741.89,"Precio de Venta"
"26872",2011,"2011-03-02","Oro",87991.65,"Precio de Venta"
"26878",2011,"2011-03-03","Oro",88122.27,"Precio de Venta"
"26884",2011,"2011-03-04","Oro",86836.16,"Precio de Venta"
"26890",2011,"2011-03-05","Oro",86836.16,"Precio de Venta"
"26896",2011,"2011-03-06","Oro",86836.16,"Precio de Venta"
"26902",2011,"2011-03-07","Oro",87329.79,"Precio de Venta"
"26908",2011,"2011-03-08","Oro",87343.88,"Precio de Venta"
"26914",2011,"2011-03-09","Oro",86978.05,"Precio de Venta"
"26920",2011,"2011-03-10","Oro",86063.15,"Precio de Venta"
"26926",2011,"2011-03-11","Oro",84846.12,"Precio de Venta"
"26932",2011,"2011-03-12","Oro",84846.12,"Precio de Venta"
"26938",2011,"2011-03-13","Oro",84846.12,"Precio de Venta"
"26944",2011,"2011-03-14","Oro",85469.59,"Precio de Venta"
"26950",2011,"2011-03-15","Oro",84876.03,"Precio de Venta"
"26956",2011,"2011-03-16","Oro",84874.95,"Precio de Venta"
"26962",2011,"2011-03-17","Oro",85401.76,"Precio de Venta"
"26968",2011,"2011-03-18","Oro",85411.08,"Precio de Venta"
"26974",2011,"2011-03-19","Oro",85411.08,"Precio de Venta"
"26980",2011,"2011-03-20","Oro",85411.08,"Precio de Venta"
"26986",2011,"2011-03-21","Oro",85411.08,"Precio de Venta"
"26992",2011,"2011-03-22","Oro",85923.28,"Precio de Venta"
"26998",2011,"2011-03-23","Oro",85986.04,"Precio de Venta"
"27004",2011,"2011-03-24","Oro",86545.94,"Precio de Venta"
"27010",2011,"2011-03-25","Oro",85989.33,"Precio de Venta"
"27016",2011,"2011-03-26","Oro",85989.33,"Precio de Venta"
"27022",2011,"2011-03-27","Oro",85989.33,"Precio de Venta"
"27028",2011,"2011-03-28","Oro",85435.62,"Precio de Venta"
"27034",2011,"2011-03-29","Oro",85368.76,"Precio de Venta"
"27040",2011,"2011-03-30","Oro",86134.15,"Precio de Venta"
"27046",2011,"2011-03-31","Oro",86470.11,"Precio de Venta"
"27052",2011,"2011-04-01","Oro",86272.51,"Precio de Venta"
"27058",2011,"2011-04-02","Oro",86272.51,"Precio de Venta"
"27064",2011,"2011-04-03","Oro",86272.51,"Precio de Venta"
"27070",2011,"2011-04-04","Oro",85615.68,"Precio de Venta"
"27076",2011,"2011-04-05","Oro",85173.93,"Precio de Venta"
"27082",2011,"2011-04-06","Oro",86112.17,"Precio de Venta"
"27088",2011,"2011-04-07","Oro",85552.53,"Precio de Venta"
"27094",2011,"2011-04-08","Oro",86285.99,"Precio de Venta"
"27100",2011,"2011-04-09","Oro",86285.99,"Precio de Venta"
"27106",2011,"2011-04-10","Oro",86285.99,"Precio de Venta"
"27112",2011,"2011-04-11","Oro",85861.63,"Precio de Venta"
"27118",2011,"2011-04-12","Oro",85306.3,"Precio de Venta"
"27124",2011,"2011-04-13","Oro",85226.73,"Precio de Venta"
"27130",2011,"2011-04-14","Oro",85262.82,"Precio de Venta"
"27136",2011,"2011-04-15","Oro",85741.03,"Precio de Venta"
"27142",2011,"2011-04-16","Oro",85741.03,"Precio de Venta"
"27148",2011,"2011-04-17","Oro",85741.03,"Precio de Venta"
"27154",2011,"2011-04-18","Oro",85940.06,"Precio de Venta"
"27160",2011,"2011-04-19","Oro",86507.55,"Precio de Venta"
"27166",2011,"2011-04-20","Oro",86638.62,"Precio de Venta"
"27172",2011,"2011-04-21","Oro",86638.62,"Precio de Venta"
"27178",2011,"2011-04-22","Oro",86638.62,"Precio de Venta"
"27184",2011,"2011-04-23","Oro",86638.62,"Precio de Venta"
"27190",2011,"2011-04-24","Oro",86638.62,"Precio de Venta"
"27196",2011,"2011-04-25","Oro",86368.56,"Precio de Venta"
"27202",2011,"2011-04-26","Oro",86204.1,"Precio de Venta"
"27208",2011,"2011-04-27","Oro",86682.35,"Precio de Venta"
"27214",2011,"2011-04-28","Oro",87818.86,"Precio de Venta"
"27220",2011,"2011-04-29","Oro",87003.24,"Precio de Venta"
"27226",2011,"2011-04-30","Oro",87003.24,"Precio de Venta"
"27232",2011,"2011-05-01","Oro",87003.24,"Precio de Venta"
"27238",2011,"2011-05-02","Oro",87035.23,"Precio de Venta"
"27244",2011,"2011-05-03","Oro",87925.34,"Precio de Venta"
"27250",2011,"2011-05-04","Oro",87263.18,"Precio de Venta"
"27256",2011,"2011-05-05","Oro",85866.43,"Precio de Venta"
"27262",2011,"2011-05-06","Oro",84637.28,"Precio de Venta"
"27268",2011,"2011-05-07","Oro",84637.28,"Precio de Venta"
"27274",2011,"2011-05-08","Oro",84637.28,"Precio de Venta"
"27280",2011,"2011-05-09","Oro",85311.85,"Precio de Venta"
"27286",2011,"2011-05-10","Oro",86815.03,"Precio de Venta"
"27292",2011,"2011-05-11","Oro",87819.01,"Precio de Venta"
"27298",2011,"2011-05-12","Oro",86062.89,"Precio de Venta"
"27304",2011,"2011-05-13","Oro",87825.42,"Precio de Venta"
"27310",2011,"2011-05-14","Oro",87825.42,"Precio de Venta"
"27316",2011,"2011-05-15","Oro",87825.42,"Precio de Venta"
"27322",2011,"2011-05-16","Oro",86775.75,"Precio de Venta"
"27328",2011,"2011-05-17","Oro",87266.84,"Precio de Venta"
"27334",2011,"2011-05-18","Oro",87548.63,"Precio de Venta"
"27340",2011,"2011-05-19","Oro",87334.37,"Precio de Venta"
"27346",2011,"2011-05-20","Oro",87690.38,"Precio de Venta"
"27352",2011,"2011-05-21","Oro",87690.38,"Precio de Venta"
"27358",2011,"2011-05-22","Oro",87690.38,"Precio de Venta"
"27364",2011,"2011-05-23","Oro",88262.1,"Precio de Venta"
"27370",2011,"2011-05-24","Oro",89382.71,"Precio de Venta"
"27376",2011,"2011-05-25","Oro",89775.58,"Precio de Venta"
"27382",2011,"2011-05-26","Oro",89596.04,"Precio de Venta"
"27388",2011,"2011-05-27","Oro",89712.42,"Precio de Venta"
"27394",2011,"2011-05-28","Oro",89712.42,"Precio de Venta"
"27400",2011,"2011-05-29","Oro",89712.42,"Precio de Venta"
"27406",2011,"2011-05-30","Oro",88956.87,"Precio de Venta"
"27412",2011,"2011-05-31","Oro",89805.11,"Precio de Venta"
"27418",2011,"2011-06-01","Oro",88566.45,"Precio de Venta"
"27424",2011,"2011-06-02","Oro",88640.67,"Precio de Venta"
"27430",2011,"2011-06-03","Oro",87819.35,"Precio de Venta"
"27436",2011,"2011-06-04","Oro",87819.35,"Precio de Venta"
"27442",2011,"2011-06-05","Oro",87819.35,"Precio de Venta"
"27448",2011,"2011-06-06","Oro",87819.35,"Precio de Venta"
"27454",2011,"2011-06-07","Oro",88863.73,"Precio de Venta"
"27460",2011,"2011-06-08","Oro",87386.82,"Precio de Venta"
"27466",2011,"2011-06-09","Oro",87286.66,"Precio de Venta"
"27472",2011,"2011-06-10","Oro",87821.71,"Precio de Venta"
"27478",2011,"2011-06-11","Oro",87821.71,"Precio de Venta"
"27484",2011,"2011-06-12","Oro",87821.71,"Precio de Venta"
"27490",2011,"2011-06-13","Oro",87007.97,"Precio de Venta"
"27496",2011,"2011-06-14","Oro",86814.56,"Precio de Venta"
"27502",2011,"2011-06-15","Oro",86577.21,"Precio de Venta"
"27508",2011,"2011-06-16","Oro",87341.83,"Precio de Venta"
"27514",2011,"2011-06-17","Oro",88027.77,"Precio de Venta"
"27520",2011,"2011-06-18","Oro",88027.77,"Precio de Venta"
"27526",2011,"2011-06-19","Oro",88027.77,"Precio de Venta"
"27532",2011,"2011-06-20","Oro",88345.37,"Precio de Venta"
"27538",2011,"2011-06-21","Oro",88773.09,"Precio de Venta"
"27544",2011,"2011-06-22","Oro",88498.84,"Precio de Venta"
"27550",2011,"2011-06-23","Oro",88172.85,"Precio de Venta"
"27556",2011,"2011-06-24","Oro",87440.86,"Precio de Venta"
"27562",2011,"2011-06-25","Oro",87440.86,"Precio de Venta"
"27568",2011,"2011-06-26","Oro",87440.86,"Precio de Venta"
"27574",2011,"2011-06-27","Oro",87440.86,"Precio de Venta"
"27580",2011,"2011-06-28","Oro",86362.34,"Precio de Venta"
"27586",2011,"2011-06-29","Oro",86511.71,"Precio de Venta"
"27592",2011,"2011-06-30","Oro",86308.06,"Precio de Venta"
"27598",2011,"2011-07-01","Oro",85058.98,"Precio de Venta"
"27604",2011,"2011-07-02","Oro",85058.98,"Precio de Venta"
"27610",2011,"2011-07-03","Oro",85058.98,"Precio de Venta"
"27616",2011,"2011-07-04","Oro",85058.98,"Precio de Venta"
"27622",2011,"2011-07-05","Oro",84932.02,"Precio de Venta"
"27628",2011,"2011-07-06","Oro",86092.18,"Precio de Venta"
"27634",2011,"2011-07-07","Oro",86729.87,"Precio de Venta"
"27640",2011,"2011-07-08","Oro",86318.75,"Precio de Venta"
"27646",2011,"2011-07-09","Oro",86318.75,"Precio de Venta"
"27652",2011,"2011-07-10","Oro",86318.75,"Precio de Venta"
"27658",2011,"2011-07-11","Oro",87310.14,"Precio de Venta"
"27664",2011,"2011-07-12","Oro",87814.11,"Precio de Venta"
"27670",2011,"2011-07-13","Oro",89192.6,"Precio de Venta"
"27676",2011,"2011-07-14","Oro",90022.49,"Precio de Venta"
"27682",2011,"2011-07-15","Oro",88731.71,"Precio de Venta"
"27688",2011,"2011-07-16","Oro",88731.71,"Precio de Venta"
"27694",2011,"2011-07-17","Oro",88731.71,"Precio de Venta"
"27700",2011,"2011-07-18","Oro",89969.86,"Precio de Venta"
"27706",2011,"2011-07-19","Oro",90597.63,"Precio de Venta"
"27712",2011,"2011-07-20","Oro",90597.63,"Precio de Venta"
"27718",2011,"2011-07-21","Oro",90435.62,"Precio de Venta"
"27724",2011,"2011-07-22","Oro",89672.64,"Precio de Venta"
"27730",2011,"2011-07-23","Oro",89672.64,"Precio de Venta"
"27736",2011,"2011-07-24","Oro",89672.64,"Precio de Venta"
"27742",2011,"2011-07-25","Oro",91445.42,"Precio de Venta"
"27748",2011,"2011-07-26","Oro",91517.47,"Precio de Venta"
"27754",2011,"2011-07-27","Oro",91718.52,"Precio de Venta"
"27760",2011,"2011-07-28","Oro",91781.03,"Precio de Venta"
"27766",2011,"2011-07-29","Oro",91893.03,"Precio de Venta"
"27772",2011,"2011-07-30","Oro",91893.03,"Precio de Venta"
"27778",2011,"2011-07-31","Oro",91893.03,"Precio de Venta"
"27784",2011,"2011-08-01","Oro",92224.8,"Precio de Venta"
"27790",2011,"2011-08-02","Oro",92511.16,"Precio de Venta"
"27796",2011,"2011-08-03","Oro",94652.46,"Precio de Venta"
"27802",2011,"2011-08-04","Oro",94842,"Precio de Venta"
"27808",2011,"2011-08-05","Oro",95356.34,"Precio de Venta"
"27814",2011,"2011-08-06","Oro",95356.34,"Precio de Venta"
"27820",2011,"2011-08-07","Oro",95356.34,"Precio de Venta"
"27826",2011,"2011-08-08","Oro",98543.13,"Precio de Venta"
"27832",2011,"2011-08-09","Oro",103068.48,"Precio de Venta"
"27838",2011,"2011-08-10","Oro",102150.42,"Precio de Venta"
"27844",2011,"2011-08-11","Oro",103413.9,"Precio de Venta"
"27850",2011,"2011-08-12","Oro",101195.74,"Precio de Venta"
"27856",2011,"2011-08-13","Oro",101195.74,"Precio de Venta"
"27862",2011,"2011-08-14","Oro",101195.74,"Precio de Venta"
"27868",2011,"2011-08-15","Oro",101195.74,"Precio de Venta"
"27874",2011,"2011-08-16","Oro",102000.78,"Precio de Venta"
"27880",2011,"2011-08-17","Oro",102360.71,"Precio de Venta"
"27886",2011,"2011-08-18","Oro",101962.92,"Precio de Venta"
"27892",2011,"2011-08-19","Oro",106310.09,"Precio de Venta"
"27898",2011,"2011-08-20","Oro",106310.09,"Precio de Venta"
"27904",2011,"2011-08-21","Oro",106310.09,"Precio de Venta"
"27910",2011,"2011-08-22","Oro",107403.12,"Precio de Venta"
"27916",2011,"2011-08-23","Oro",107952.73,"Precio de Venta"
"27922",2011,"2011-08-24","Oro",105985.99,"Precio de Venta"
"27928",2011,"2011-08-25","Oro",98873.13,"Precio de Venta"
"27934",2011,"2011-08-26","Oro",102901.86,"Precio de Venta"
"27940",2011,"2011-08-27","Oro",102901.86,"Precio de Venta"
"27946",2011,"2011-08-28","Oro",102901.86,"Precio de Venta"
"27952",2011,"2011-08-29","Oro",103072.5,"Precio de Venta"
"27958",2011,"2011-08-30","Oro",102928.93,"Precio de Venta"
"27964",2011,"2011-08-31","Oro",104713.78,"Precio de Venta"
"27970",2011,"2011-09-01","Oro",103913.19,"Precio de Venta"
"27976",2011,"2011-09-02","Oro",106012.49,"Precio de Venta"
"27982",2011,"2011-09-03","Oro",106012.49,"Precio de Venta"
"27988",2011,"2011-09-04","Oro",106012.49,"Precio de Venta"
"27994",2011,"2011-09-05","Oro",108704.23,"Precio de Venta"
"28000",2011,"2011-09-06","Oro",108388.98,"Precio de Venta"
"28006",2011,"2011-09-07","Oro",106233.93,"Precio de Venta"
"28012",2011,"2011-09-08","Oro",105102.41,"Precio de Venta"
"28018",2011,"2011-09-09","Oro",108158.85,"Precio de Venta"
"28024",2011,"2011-09-10","Oro",108158.85,"Precio de Venta"
"28030",2011,"2011-09-11","Oro",108158.85,"Precio de Venta"
"28036",2011,"2011-09-12","Oro",106454.22,"Precio de Venta"
"28042",2011,"2011-09-13","Oro",105174.07,"Precio de Venta"
"28048",2011,"2011-09-14","Oro",106635.81,"Precio de Venta"
"28054",2011,"2011-09-15","Oro",105917.88,"Precio de Venta"
"28060",2011,"2011-09-16","Oro",104155.12,"Precio de Venta"
"28066",2011,"2011-09-17","Oro",104155.12,"Precio de Venta"
"28072",2011,"2011-09-18","Oro",104155.12,"Precio de Venta"
"28078",2011,"2011-09-19","Oro",106337.51,"Precio de Venta"
"28084",2011,"2011-09-20","Oro",106197.81,"Precio de Venta"
"28090",2011,"2011-09-21","Oro",107960.3,"Precio de Venta"
"28096",2011,"2011-09-22","Oro",106839.39,"Precio de Venta"
"28102",2011,"2011-09-23","Oro",106548.84,"Precio de Venta"
"28108",2011,"2011-09-24","Oro",106548.84,"Precio de Venta"
"28114",2011,"2011-09-25","Oro",106548.84,"Precio de Venta"
"28120",2011,"2011-09-26","Oro",98781.76,"Precio de Venta"
"28126",2011,"2011-09-27","Oro",102253.21,"Precio de Venta"
"28132",2011,"2011-09-28","Oro",100426.5,"Precio de Venta"
"28138",2011,"2011-09-29","Oro",99363.63,"Precio de Venta"
"28144",2011,"2011-09-30","Oro",100300.6,"Precio de Venta"
"28150",2011,"2011-10-01","Oro",100300.6,"Precio de Venta"
"28156",2011,"2011-10-02","Oro",100300.6,"Precio de Venta"
"28162",2011,"2011-10-03","Oro",102951.7,"Precio de Venta"
"28168",2011,"2011-10-04","Oro",104490.99,"Precio de Venta"
"28174",2011,"2011-10-05","Oro",101481.11,"Precio de Venta"
"28180",2011,"2011-10-06","Oro",104344.91,"Precio de Venta"
"28186",2011,"2011-10-07","Oro",103618.64,"Precio de Venta"
"28192",2011,"2011-10-08","Oro",103618.64,"Precio de Venta"
"28198",2011,"2011-10-09","Oro",103618.64,"Precio de Venta"
"28204",2011,"2011-10-10","Oro",103340.48,"Precio de Venta"
"28210",2011,"2011-10-11","Oro",103216.28,"Precio de Venta"
"28216",2011,"2011-10-12","Oro",103790.41,"Precio de Venta"
"28222",2011,"2011-10-13","Oro",102021.13,"Precio de Venta"
"28228",2011,"2011-10-14","Oro",102872.24,"Precio de Venta"
"28234",2011,"2011-10-15","Oro",102872.24,"Precio de Venta"
"28240",2011,"2011-10-16","Oro",102872.24,"Precio de Venta"
"28246",2011,"2011-10-17","Oro",102872.24,"Precio de Venta"
"28252",2011,"2011-10-18","Oro",101032.32,"Precio de Venta"
"28258",2011,"2011-10-19","Oro",100984.77,"Precio de Venta"
"28264",2011,"2011-10-20","Oro",99514.99,"Precio de Venta"
"28270",2011,"2011-10-21","Oro",99453.71,"Precio de Venta"
"28276",2011,"2011-10-22","Oro",99453.71,"Precio de Venta"
"28282",2011,"2011-10-23","Oro",99453.71,"Precio de Venta"
"28288",2011,"2011-10-24","Oro",100718.3,"Precio de Venta"
"28294",2011,"2011-10-25","Oro",100044.4,"Precio de Venta"
"28300",2011,"2011-10-26","Oro",103294.45,"Precio de Venta"
"28306",2011,"2011-10-27","Oro",103132.98,"Precio de Venta"
"28312",2011,"2011-10-28","Oro",103912.07,"Precio de Venta"
"28318",2011,"2011-10-29","Oro",103912.07,"Precio de Venta"
"28324",2011,"2011-10-30","Oro",103912.07,"Precio de Venta"
"28330",2011,"2011-10-31","Oro",102906.07,"Precio de Venta"
"28336",2011,"2011-11-01","Oro",102408.98,"Precio de Venta"
"28342",2011,"2011-11-02","Oro",105260.84,"Precio de Venta"
"28348",2011,"2011-11-03","Oro",105256.25,"Precio de Venta"
"28354",2011,"2011-11-04","Oro",107571.47,"Precio de Venta"
"28360",2011,"2011-11-05","Oro",107571.47,"Precio de Venta"
"28366",2011,"2011-11-06","Oro",107571.47,"Precio de Venta"
"28372",2011,"2011-11-07","Oro",107571.47,"Precio de Venta"
"28378",2011,"2011-11-08","Oro",110495.72,"Precio de Venta"
"28384",2011,"2011-11-09","Oro",109232.26,"Precio de Venta"
"28390",2011,"2011-11-10","Oro",108883,"Precio de Venta"
"28396",2011,"2011-11-11","Oro",108530.57,"Precio de Venta"
"28402",2011,"2011-11-12","Oro",108530.57,"Precio de Venta"
"28408",2011,"2011-11-13","Oro",108530.57,"Precio de Venta"
"28414",2011,"2011-11-14","Oro",108530.57,"Precio de Venta"
"28420",2011,"2011-11-15","Oro",108592.09,"Precio de Venta"
"28426",2011,"2011-11-16","Oro",109184.62,"Precio de Venta"
"28432",2011,"2011-11-17","Oro",107956.5,"Precio de Venta"
"28438",2011,"2011-11-18","Oro",106281.86,"Precio de Venta"
"28444",2011,"2011-11-19","Oro",106281.86,"Precio de Venta"
"28450",2011,"2011-11-20","Oro",106281.86,"Precio de Venta"
"28456",2011,"2011-11-21","Oro",105047.23,"Precio de Venta"
"28462",2011,"2011-11-22","Oro",105247.95,"Precio de Venta"
"28468",2011,"2011-11-23","Oro",104367.98,"Precio de Venta"
"28474",2011,"2011-11-24","Oro",105568.19,"Precio de Venta"
"28480",2011,"2011-11-25","Oro",104139.07,"Precio de Venta"
"28486",2011,"2011-11-26","Oro",104139.07,"Precio de Venta"
"28492",2011,"2011-11-27","Oro",104139.07,"Precio de Venta"
"28498",2011,"2011-11-28","Oro",107373.66,"Precio de Venta"
"28504",2011,"2011-11-29","Oro",107440.15,"Precio de Venta"
"28510",2011,"2011-11-30","Oro",107771.68,"Precio de Venta"
"28516",2011,"2011-12-01","Oro",109630.57,"Precio de Venta"
"28522",2011,"2011-12-02","Oro",109752.32,"Precio de Venta"
"28528",2011,"2011-12-03","Oro",109752.32,"Precio de Venta"
"28534",2011,"2011-12-04","Oro",109752.32,"Precio de Venta"
"28540",2011,"2011-12-05","Oro",108711.93,"Precio de Venta"
"28546",2011,"2011-12-06","Oro",107075.43,"Precio de Venta"
"28552",2011,"2011-12-07","Oro",107750.2,"Precio de Venta"
"28558",2011,"2011-12-08","Oro",107750.2,"Precio de Venta"
"28564",2011,"2011-12-09","Oro",106262.56,"Precio de Venta"
"28570",2011,"2011-12-10","Oro",106262.56,"Precio de Venta"
"28576",2011,"2011-12-11","Oro",106262.56,"Precio de Venta"
"28582",2011,"2011-12-12","Oro",104088.92,"Precio de Venta"
"28588",2011,"2011-12-13","Oro",103437.92,"Precio de Venta"
"28594",2011,"2011-12-14","Oro",101401.23,"Precio de Venta"
"28600",2011,"2011-12-15","Oro",99049.49,"Precio de Venta"
"28606",2011,"2011-12-16","Oro",98934.53,"Precio de Venta"
"28612",2011,"2011-12-17","Oro",98934.53,"Precio de Venta"
